Order Date,Product Name,category,Region,Orders,Revenue,Profit,Expense
2022-01-21,Camera,Electronics,East,9,8055,2300.17,5754.83
2022-03-19,Camera,Electronics,South,2,840,153.61,686.39
2023-03-16,Tablet,Electronics,South,9,9423,2794.89,6628.11
2023-12-30,Monitor,Accessories,North,8,6520,1113.12,5406.88
2022-10-20,Laptop,Electronics,North,3,1950,116.12,1833.88
2023-10-16,Camera,Electronics,South,6,5928,1177.2,4750.8
2023-07-29,Camera,Electronics,South,7,4809,1418.72,3390.28
2023-06-04,Smartphone,Electronics,West,4,356,23.4,332.6
2023-04-28,Laptop,Electronics,South,2,570,94.39,475.61
2022-05-13,Monitor,Accessories,East,7,7791,907.96,6883.04
2024-05-10,Smartwatch,Electronics,East,4,4168,494.48,3673.52
2023-08-21,Tablet,Electronics,North,2,684,183.85,500.15
2024-01-05,Smartphone,Electronics,East,7,3857,447.99,3409.01
2024-09-07,Camera,Electronics,North,5,3250,699.99,2550.01
2023-08-03,Printer,Office,North,6,1194,79.62,1114.38
2023-05-07,Laptop,Electronics,West,6,3486,320.91,3165.09
2022-08-05,Monitor,Accessories,West,7,1554,370.97,1183.03
2024-07-19,Smartwatch,Electronics,North,3,2601,463.36,2137.64
2022-11-15,Headphones,Accessories,West,4,3616,745.75,2870.25
2023-02-01,Mouse,Accessories,West,5,3350,986.33,2363.67
2023-12-20,Smartwatch,Electronics,South,5,2545,588.47,1956.53
2024-08-26,Monitor,Accessories,East,1,545,68.28,476.72
2023-12-19,Mouse,Accessories,North,7,1470,178.85,1291.15
2023-11-30,Camera,Electronics,South,3,3126,870.95,2255.05
2024-12-27,Laptop,Electronics,West,3,1368,302.29,1065.71
2024-12-21,Headphones,Accessories,East,9,7083,1353.39,5729.61
2024-01-28,Printer,Office,East,2,1994,453.74,1540.26
2022-09-03,Camera,Electronics,North,4,4716,1084.16,3631.84
2024-02-29,Monitor,Accessories,South,1,975,125.85,849.15
2023-04-21,Smartphone,Electronics,West,9,9891,1774.03,8116.97
2024-05-24,Smartwatch,Electronics,South,2,626,159.49,466.51
2024-05-19,Monitor,Accessories,East,8,5632,1620.04,4011.96
2024-09-10,Printer,Office,West,3,2568,734.6,1833.4
2023-09-12,Tablet,Electronics,East,7,5285,629.07,4655.93
2023-11-08,Camera,Electronics,East,2,516,122.77,393.23
2022-05-31,Monitor,Accessories,East,3,2139,503.08,1635.92
2023-01-05,Laptop,Electronics,East,9,8136,1923.89,6212.11
2024-10-25,Laptop,Electronics,West,5,2130,318.99,1811.01
2024-04-01,Headphones,Accessories,South,5,3445,202.15,3242.85
2024-12-16,Tablet,Electronics,East,8,5376,429.84,4946.16
2023-08-05,Printer,Office,West,6,3006,730.14,2275.86
2022-12-31,Headphones,Accessories,North,7,3941,1113.85,2827.15
2023-03-10,Monitor,Accessories,North,5,3350,389.95,2960.05
2024-05-05,Printer,Office,South,3,2019,265.44,1753.56
2022-06-09,Headphones,Accessories,North,8,2416,403.38,2012.62
2022-05-13,Monitor,Accessories,West,8,6160,684.71,5475.29
2022-04-07,Printer,Office,East,4,2796,682.65,2113.35
2024-12-19,Smartwatch,Electronics,South,7,7700,1573.41,6126.59
2024-06-17,Smartwatch,Electronics,West,5,2095,193.93,1901.07
2024-09-25,Camera,Electronics,North,5,5990,1548.62,4441.38
2024-12-27,Smartwatch,Electronics,North,2,1206,307.02,898.98
2024-03-15,Smartwatch,Electronics,South,5,1330,285.78,1044.22
2022-07-25,Camera,Electronics,West,6,2706,766.68,1939.32
2023-01-14,Laptop,Electronics,East,3,426,50.8,375.2
2024-11-13,Tablet,Electronics,West,1,414,50.26,363.74
2024-06-29,Laptop,Electronics,East,5,5465,546.33,4918.67
2024-05-22,Tablet,Electronics,South,3,726,71.06,654.94
2022-04-30,Smartwatch,Electronics,East,1,1001,225.75,775.25
2022-02-16,Mouse,Accessories,West,9,7362,1866.65,5495.35
2022-05-14,Keyboard,Accessories,East,4,2284,576.59,1707.41
2022-12-17,Tablet,Electronics,East,4,2940,566.36,2373.64
2023-05-16,Printer,Office,South,4,3068,868.89,2199.11
2024-08-07,Smartphone,Electronics,North,3,3477,862.21,2614.79
2024-08-04,Smartwatch,Electronics,West,9,4014,204.48,3809.52
2024-08-07,Monitor,Accessories,North,8,7200,804.53,6395.47
2024-04-03,Smartwatch,Electronics,West,3,735,134.53,600.47
2023-01-31,Monitor,Accessories,East,3,2964,446.54,2517.46
2022-03-25,Camera,Electronics,West,9,3699,276.07,3422.93
2022-05-14,Printer,Office,West,3,1563,221.62,1341.38
2023-07-13,Mouse,Accessories,South,2,124,32.27,91.73
2023-07-03,Mouse,Accessories,North,2,416,71.68,344.32
2023-03-07,Camera,Electronics,South,8,2624,294.24,2329.76
2024-11-04,Headphones,Accessories,East,4,1636,134.85,1501.15
2023-12-24,Headphones,Accessories,East,8,8200,1978.93,6221.07
2022-03-10,Mouse,Accessories,East,5,5615,715.58,4899.42
2022-09-30,Printer,Office,East,5,3085,413.52,2671.48
2024-12-07,Keyboard,Accessories,South,6,3198,913.76,2284.24
2022-02-13,Camera,Electronics,West,4,1848,374.66,1473.34
2023-04-11,Smartwatch,Electronics,North,4,652,116.06,535.94
2022-11-22,Mouse,Accessories,South,6,2940,609.99,2330.01
2022-05-29,Headphones,Accessories,East,4,3912,454.89,3457.11
2022-10-09,Tablet,Electronics,South,8,9392,891.07,8500.93
2022-10-21,Monitor,Accessories,West,1,312,43.01,268.99
2023-11-24,Laptop,Electronics,East,9,7731,1459.74,6271.26
2023-06-23,Tablet,Electronics,West,1,1081,229.32,851.68
2023-08-16,Smartphone,Electronics,West,6,1926,393.01,1532.99
2022-07-26,Monitor,Accessories,East,3,936,88.51,847.49
2024-12-29,Laptop,Electronics,South,9,8550,1970.98,6579.02
2023-08-24,Monitor,Accessories,North,4,2468,457.51,2010.49
2023-09-04,Tablet,Electronics,West,3,801,90.34,710.66
2023-01-03,Laptop,Electronics,East,9,2655,701.11,1953.89
2023-11-30,Smartwatch,Electronics,West,8,3928,700.38,3227.62
2024-07-11,Monitor,Accessories,East,8,6488,1438.34,5049.66
2024-02-03,Headphones,Accessories,West,9,7695,1749.26,5945.74
2023-07-19,Headphones,Accessories,West,2,1856,468.19,1387.81
2022-04-14,Smartwatch,Electronics,North,7,1519,403.63,1115.37
2024-01-19,Tablet,Electronics,West,3,3549,996.05,2552.95
2024-09-12,Laptop,Electronics,East,3,1656,378.84,1277.16
2024-08-24,Keyboard,Accessories,North,7,812,175.55,636.45
2022-12-25,Mouse,Accessories,North,5,3730,864.41,2865.59
2023-12-24,Monitor,Accessories,South,1,1161,210.87,950.13
2022-05-18,Headphones,Accessories,North,3,2256,282.52,1973.48
2024-09-28,Monitor,Accessories,East,1,359,78.17,280.83
2024-03-23,Headphones,Accessories,East,2,130,11.1,118.9
2022-09-26,Mouse,Accessories,South,8,4248,831.54,3416.46
2024-10-04,Camera,Electronics,South,5,1825,221.47,1603.53
2024-09-25,Keyboard,Accessories,East,2,876,224.01,651.99
2023-01-03,Camera,Electronics,North,9,9180,2752.84,6427.16
2024-03-26,Monitor,Accessories,West,5,1765,160.89,1604.11
2022-10-06,Monitor,Accessories,South,2,1504,164.51,1339.49
2022-06-30,Keyboard,Accessories,South,9,1881,430.78,1450.22
2022-01-16,Keyboard,Accessories,East,9,7425,1533.72,5891.28
2022-10-16,Tablet,Electronics,East,9,720,192.83,527.17
2024-05-07,Smartphone,Electronics,West,5,2985,698.22,2286.78
2022-01-04,Laptop,Electronics,North,9,711,200.11,510.89
2024-08-13,Printer,Office,South,6,6276,1396.25,4879.75
2023-01-13,Mouse,Accessories,East,7,7966,955.8,7010.2
2023-03-14,Headphones,Accessories,East,8,4200,854.89,3345.11
2024-05-17,Laptop,Electronics,East,7,455,80.0,375.0
2024-10-15,Keyboard,Accessories,South,8,5040,465.36,4574.64
2023-09-11,Mouse,Accessories,East,1,856,87.69,768.31
2023-07-20,Monitor,Accessories,West,5,5230,385.77,4844.23
2022-03-19,Laptop,Electronics,South,5,4635,769.03,3865.97
2024-12-07,Laptop,Electronics,East,6,5508,360.28,5147.72
2023-06-06,Smartphone,Electronics,North,1,258,27.01,230.99
2023-07-13,Smartphone,Electronics,East,1,677,88.41,588.59
2023-07-10,Monitor,Accessories,West,5,4545,755.05,3789.95
2024-09-09,Smartphone,Electronics,South,5,4370,1255.36,3114.64
2023-01-06,Keyboard,Accessories,East,3,372,57.51,314.49
2024-09-05,Camera,Electronics,West,9,3177,629.96,2547.04
2023-04-19,Printer,Office,South,7,1659,127.48,1531.52
2023-04-20,Tablet,Electronics,South,3,3360,759.31,2600.69
2023-03-02,Smartphone,Electronics,West,2,1132,290.56,841.44
2024-10-05,Smartwatch,Electronics,East,5,1815,468.62,1346.38
2023-11-11,Mouse,Accessories,North,1,459,125.19,333.81
2023-11-15,Smartphone,Electronics,West,1,1128,73.74,1054.26
2024-10-30,Monitor,Accessories,East,6,1170,104.63,1065.37
2022-08-01,Smartwatch,Electronics,North,5,4420,380.69,4039.31
2024-02-29,Smartphone,Electronics,West,6,456,69.15,386.85
2024-02-25,Tablet,Electronics,North,2,1458,154.79,1303.21
2024-06-24,Monitor,Accessories,West,7,2989,197.58,2791.42
2024-12-20,Camera,Electronics,North,4,3424,845.68,2578.32
2024-10-14,Mouse,Accessories,West,2,1226,124.25,1101.75
2024-11-16,Laptop,Electronics,North,8,6760,1097.63,5662.37
2023-09-25,Smartphone,Electronics,West,1,111,13.61,97.39
2023-06-09,Printer,Office,North,5,3275,222.29,3052.71
2024-09-08,Headphones,Accessories,North,3,2508,498.69,2009.31
2024-09-01,Keyboard,Accessories,South,8,904,202.35,701.65
2024-09-05,Printer,Office,West,3,1506,427.84,1078.16
2022-10-23,Smartphone,Electronics,South,3,987,97.01,889.99
2022-01-29,Smartphone,Electronics,East,7,2968,728.94,2239.06
2022-03-17,Mouse,Accessories,South,5,4200,746.86,3453.14
2024-01-16,Smartwatch,Electronics,North,5,1645,313.66,1331.34
2024-11-25,Printer,Office,East,3,3282,492.59,2789.41
2022-02-13,Headphones,Accessories,East,9,4914,1160.45,3753.55
2023-03-30,Laptop,Electronics,North,6,3924,762.96,3161.04
2023-09-12,Headphones,Accessories,South,6,420,65.62,354.38
2024-06-28,Printer,Office,West,4,1544,106.02,1437.98
2022-08-29,Headphones,Accessories,East,2,2046,233.47,1812.53
2023-11-22,Headphones,Accessories,West,2,1548,157.48,1390.52
2023-05-10,Keyboard,Accessories,North,4,3184,478.27,2705.73
2024-10-17,Printer,Office,South,5,3385,774.86,2610.14
2023-10-11,Monitor,Accessories,North,1,59,10.32,48.68
2024-05-18,Monitor,Accessories,South,8,5976,1016.99,4959.01
2023-01-30,Mouse,Accessories,West,3,1791,122.5,1668.5
2023-01-13,Smartwatch,Electronics,West,2,1644,189.32,1454.68
2024-05-17,Tablet,Electronics,West,8,6584,544.62,6039.38
2022-08-03,Headphones,Accessories,East,5,1620,325.87,1294.13
2024-02-06,Mouse,Accessories,West,9,2736,407.22,2328.78
2024-04-11,Monitor,Accessories,South,4,1064,274.47,789.53
2024-06-18,Camera,Electronics,South,7,2667,363.5,2303.5
2023-04-03,Headphones,Accessories,South,3,735,217.79,517.21
2024-12-18,Laptop,Electronics,East,1,58,11.25,46.75
2023-04-25,Camera,Electronics,South,7,3136,850.3,2285.7
2023-09-17,Mouse,Accessories,East,4,3936,374.34,3561.66
2022-11-23,Smartphone,Electronics,East,9,6102,947.91,5154.09
2024-05-17,Smartphone,Electronics,North,8,9408,552.44,8855.56
2022-12-14,Mouse,Accessories,South,9,7875,1243.56,6631.44
2024-10-13,Keyboard,Accessories,North,9,9900,576.8,9323.2
2024-10-16,Keyboard,Accessories,North,2,430,114.91,315.09
2023-09-18,Mouse,Accessories,South,3,813,238.1,574.9
2023-12-09,Camera,Electronics,South,4,4176,980.11,3195.89
2023-10-02,Camera,Electronics,South,4,3084,348.38,2735.62
2022-03-31,Mouse,Accessories,West,7,8008,1593.65,6414.35
2024-06-12,Smartwatch,Electronics,South,4,4608,963.5,3644.5
2024-06-16,Headphones,Accessories,West,4,4356,614.62,3741.38
2023-09-04,Printer,Office,South,1,566,169.17,396.83
2022-12-02,Laptop,Electronics,East,7,945,75.21,869.79
2022-11-12,Smartwatch,Electronics,North,4,2200,484.33,1715.67
2024-12-30,Mouse,Accessories,North,1,746,131.25,614.75
2024-12-06,Monitor,Accessories,East,5,3505,678.18,2826.82
2024-05-26,Monitor,Accessories,East,5,4795,819.12,3975.88
2024-10-20,Monitor,Accessories,North,5,4590,650.05,3939.95
2023-05-04,Monitor,Accessories,North,4,2092,467.02,1624.98
2024-05-09,Mouse,Accessories,South,8,3568,334.13,3233.87
2023-12-07,Smartphone,Electronics,West,9,10404,2028.21,8375.79
2022-12-10,Printer,Office,South,9,7029,1005.58,6023.42
2022-11-21,Laptop,Electronics,West,8,664,126.6,537.4
2024-11-20,Tablet,Electronics,West,3,1923,274.0,1649.0
2022-11-30,Printer,Office,West,7,2471,566.51,1904.49
2024-01-03,Smartphone,Electronics,North,2,258,64.12,193.88
2024-10-29,Smartwatch,Electronics,East,9,1134,267.26,866.74
2024-09-24,Headphones,Accessories,East,5,855,238.83,616.17
2024-04-09,Smartwatch,Electronics,West,9,3231,670.85,2560.15
2024-09-05,Tablet,Electronics,South,7,3591,266.59,3324.41
2024-02-03,Camera,Electronics,East,2,254,20.48,233.52
2023-03-17,Smartphone,Electronics,South,5,5930,1193.32,4736.68
2024-07-15,Headphones,Accessories,West,2,1344,297.99,1046.01
2023-03-20,Laptop,Electronics,East,1,920,98.31,821.69
2022-08-28,Printer,Office,North,9,5454,385.51,5068.49
2022-12-01,Laptop,Electronics,West,8,9512,663.23,8848.77
2023-01-21,Mouse,Accessories,North,4,2972,827.46,2144.54
2024-05-23,Smartwatch,Electronics,West,3,3360,465.02,2894.98
2022-10-24,Tablet,Electronics,West,4,1004,240.13,763.87
2024-12-25,Headphones,Accessories,West,2,1944,332.55,1611.45
2023-09-18,Monitor,Accessories,East,5,5055,1200.09,3854.91
2022-07-18,Smartwatch,Electronics,West,2,128,8.33,119.67
2024-03-09,Smartphone,Electronics,East,3,633,163.03,469.97
2022-12-14,Printer,Office,South,3,2523,506.7,2016.3
2023-11-06,Printer,Office,West,1,196,39.6,156.4
2022-02-11,Printer,Office,East,9,4212,552.96,3659.04
2024-03-28,Monitor,Accessories,North,1,63,17.29,45.71
2023-07-02,Mouse,Accessories,South,8,2752,394.66,2357.34
2024-11-11,Mouse,Accessories,West,3,1989,419.61,1569.39
2024-03-09,Laptop,Electronics,East,8,8032,466.19,7565.81
2022-01-21,Tablet,Electronics,South,6,3702,407.34,3294.66
2022-10-17,Smartwatch,Electronics,East,8,456,90.24,365.76
2023-02-10,Camera,Electronics,West,7,5355,1143.16,4211.84
2024-03-04,Camera,Electronics,West,1,972,261.91,710.09
2022-01-08,Headphones,Accessories,South,5,3290,797.82,2492.18
2022-11-24,Laptop,Electronics,East,1,735,139.31,595.69
2024-10-24,Tablet,Electronics,North,3,3336,798.26,2537.74
2022-10-03,Keyboard,Accessories,West,3,2082,346.53,1735.47
2024-07-18,Keyboard,Accessories,East,2,1340,129.89,1210.11
2022-03-13,Laptop,Electronics,East,5,1160,227.13,932.87
2024-09-21,Monitor,Accessories,East,4,1272,299.84,972.16
2022-01-14,Printer,Office,West,3,2817,588.47,2228.53
2024-03-05,Monitor,Accessories,East,3,1464,264.67,1199.33
2023-02-13,Headphones,Accessories,West,1,307,60.51,246.49
2022-10-01,Tablet,Electronics,West,6,5706,1306.92,4399.08
2024-05-25,Headphones,Accessories,North,1,1112,100.47,1011.53
2023-07-15,Keyboard,Accessories,West,1,1147,133.48,1013.52
2023-02-11,Laptop,Electronics,North,2,330,66.57,263.43
2023-07-12,Monitor,Accessories,North,4,2176,250.89,1925.11
2022-03-19,Headphones,Accessories,South,7,7616,1317.79,6298.21
2024-07-16,Printer,Office,North,1,1091,258.3,832.7
2024-04-03,Tablet,Electronics,East,2,1026,279.76,746.24
2024-11-17,Tablet,Electronics,West,2,210,42.04,167.96
2022-09-17,Printer,Office,North,2,180,10.78,169.22
2024-09-12,Tablet,Electronics,North,4,380,72.88,307.12
2023-08-13,Monitor,Accessories,West,8,7664,1580.55,6083.45
2022-10-22,Smartphone,Electronics,East,8,6056,1029.9,5026.1
2022-01-28,Mouse,Accessories,North,6,606,104.52,501.48
2024-03-30,Monitor,Accessories,North,3,750,193.86,556.14
2024-12-11,Printer,Office,East,2,1218,218.88,999.12
2023-03-26,Laptop,Electronics,West,2,2162,355.45,1806.55
2023-03-13,Headphones,Accessories,East,9,2223,347.01,1875.99
2023-09-19,Smartphone,Electronics,West,7,4452,920.05,3531.95
2022-02-08,Printer,Office,West,1,184,50.19,133.81
2022-04-05,Headphones,Accessories,North,3,288,77.38,210.62
2024-01-24,Camera,Electronics,West,2,834,150.12,683.88
2023-08-20,Keyboard,Accessories,East,5,4025,923.17,3101.83
2023-09-08,Headphones,Accessories,West,7,4732,1084.28,3647.72
2022-05-19,Headphones,Accessories,West,5,4025,407.72,3617.28
2023-07-15,Printer,Office,South,8,2416,500.93,1915.07
2024-03-16,Tablet,Electronics,North,7,1897,524.69,1372.31
2022-04-16,Mouse,Accessories,East,4,840,190.13,649.87
2022-01-02,Mouse,Accessories,North,8,6600,360.45,6239.55
2022-10-20,Laptop,Electronics,West,2,2362,342.27,2019.73
2024-02-04,Headphones,Accessories,South,6,2958,577.27,2380.73
2024-03-22,Tablet,Electronics,East,1,477,56.49,420.51
2022-06-04,Keyboard,Accessories,North,3,942,84.8,857.2
2023-01-21,Camera,Electronics,East,2,2084,586.72,1497.28
2023-08-16,Tablet,Electronics,West,6,4584,473.37,4110.63
2022-05-28,Printer,Office,East,1,1118,319.28,798.72
2024-04-30,Mouse,Accessories,North,9,4005,652.15,3352.85
2024-03-04,Smartwatch,Electronics,East,5,4610,1293.37,3316.63
2024-10-14,Keyboard,Accessories,South,1,551,86.84,464.16
2022-08-05,Printer,Office,West,1,75,19.29,55.71
2023-12-19,Mouse,Accessories,South,6,6576,1899.67,4676.33
2023-03-26,Printer,Office,North,6,6432,1410.52,5021.48
2022-08-08,Headphones,Accessories,South,7,7763,1444.27,6318.73
2024-03-02,Monitor,Accessories,East,7,2240,622.29,1617.71
2022-12-04,Headphones,Accessories,East,6,5298,1209.88,4088.12
2023-07-15,Smartwatch,Electronics,North,2,116,32.27,83.73
2022-02-02,Tablet,Electronics,East,8,6728,1140.19,5587.81
2022-12-02,Monitor,Accessories,North,5,490,55.59,434.41
2024-01-26,Monitor,Accessories,North,7,2765,699.86,2065.14
2022-04-21,Smartphone,Electronics,West,8,2680,598.97,2081.03
2023-08-19,Camera,Electronics,East,2,2174,335.37,1838.63
2024-04-11,Monitor,Accessories,North,9,5562,1258.12,4303.88
2022-09-27,Smartphone,Electronics,East,8,9208,2595.33,6612.67
2024-08-31,Smartphone,Electronics,West,4,4512,546.71,3965.29
2024-03-04,Camera,Electronics,West,9,7974,1965.96,6008.04
2022-04-30,Monitor,Accessories,East,6,4944,1335.04,3608.96
2022-03-19,Printer,Office,South,3,1611,234.84,1376.16
2024-07-05,Smartwatch,Electronics,West,9,4599,618.89,3980.11
2024-03-21,Laptop,Electronics,East,6,4380,419.3,3960.7
2024-10-20,Headphones,Accessories,South,2,2376,580.26,1795.74
2023-01-03,Monitor,Accessories,South,9,6588,1800.9,4787.1
2022-01-05,Mouse,Accessories,East,5,3745,720.08,3024.92
2022-06-18,Camera,Electronics,North,5,5305,1389.25,3915.75
2023-05-19,Tablet,Electronics,North,8,1608,332.12,1275.88
2024-07-18,Monitor,Accessories,East,9,4977,745.81,4231.19
2022-02-09,Smartphone,Electronics,East,7,4529,273.97,4255.03
2024-04-15,Camera,Electronics,West,7,4690,319.42,4370.58
2024-11-12,Keyboard,Accessories,East,4,2424,544.07,1879.93
2024-11-27,Keyboard,Accessories,North,6,3594,610.77,2983.23
2022-05-03,Keyboard,Accessories,North,7,3962,491.9,3470.1
2024-03-14,Camera,Electronics,East,2,944,149.38,794.62
2022-12-20,Smartwatch,Electronics,West,6,6792,1787.97,5004.03
2023-03-06,Tablet,Electronics,North,7,6804,1383.81,5420.19
2024-09-20,Camera,Electronics,South,6,816,98.75,717.25
2022-07-10,Monitor,Accessories,North,6,5916,544.59,5371.41
2022-06-17,Mouse,Accessories,South,5,5730,310.58,5419.42
2024-05-13,Headphones,Accessories,East,7,8288,785.54,7502.46
2022-06-24,Headphones,Accessories,South,2,2046,394.93,1651.07
2022-06-05,Tablet,Electronics,East,9,5031,1149.48,3881.52
2022-03-10,Keyboard,Accessories,South,9,1764,417.95,1346.05
2022-07-23,Laptop,Electronics,South,8,1880,486.88,1393.12
2023-12-25,Smartwatch,Electronics,West,2,200,10.45,189.55
2022-10-06,Mouse,Accessories,East,3,2688,476.77,2211.23
2023-01-02,Laptop,Electronics,West,4,3216,213.81,3002.19
2023-12-21,Camera,Electronics,East,8,8440,1504.18,6935.82
2024-04-26,Tablet,Electronics,East,7,1582,208.42,1373.58
2024-07-12,Laptop,Electronics,North,1,58,10.79,47.21
2022-03-26,Smartwatch,Electronics,West,8,608,163.18,444.82
2024-11-19,Smartphone,Electronics,North,3,183,41.82,141.18
2024-07-02,Monitor,Accessories,West,5,3105,744.26,2360.74
2023-04-13,Monitor,Accessories,North,5,2450,485.18,1964.82
2022-12-05,Laptop,Electronics,North,3,3024,622.29,2401.71
2023-04-20,Printer,Office,East,4,3856,747.79,3108.21
2024-03-11,Keyboard,Accessories,West,7,532,121.03,410.97
2023-02-19,Smartphone,Electronics,South,4,3152,307.62,2844.38
2023-12-04,Monitor,Accessories,East,9,8586,1555.82,7030.18
2022-10-21,Monitor,Accessories,South,2,1046,273.38,772.62
2022-02-15,Tablet,Electronics,West,4,3452,560.31,2891.69
2022-03-12,Monitor,Accessories,West,4,2368,361.02,2006.98
2022-10-20,Camera,Electronics,South,2,1924,422.25,1501.75
2022-09-19,Laptop,Electronics,West,5,4580,1148.06,3431.94
2024-11-02,Headphones,Accessories,East,5,3735,423.94,3311.06
2023-05-13,Monitor,Accessories,North,4,2476,417.16,2058.84
2023-07-13,Laptop,Electronics,South,2,162,16.51,145.49
2022-07-04,Printer,Office,West,3,258,38.03,219.97
2022-03-19,Keyboard,Accessories,East,4,3524,998.29,2525.71
2023-05-27,Smartwatch,Electronics,South,8,6184,1796.9,4387.1
2023-03-07,Monitor,Accessories,West,6,3750,645.69,3104.31
2022-04-15,Mouse,Accessories,South,5,1465,424.64,1040.36
2024-03-28,Camera,Electronics,North,4,4480,412.05,4067.95
2024-02-29,Laptop,Electronics,North,8,1544,281.22,1262.78
2024-01-21,Headphones,Accessories,North,9,7974,1181.04,6792.96
2024-03-30,Printer,Office,East,5,5920,1679.15,4240.85
2024-10-02,Smartwatch,Electronics,South,8,8792,2045.54,6746.46
2023-12-18,Smartwatch,Electronics,East,1,294,52.37,241.63
2022-01-23,Camera,Electronics,East,7,1169,264.37,904.63
2024-02-14,Camera,Electronics,West,8,9232,880.52,8351.48
2023-10-09,Headphones,Accessories,South,4,1396,135.48,1260.52
2024-01-23,Camera,Electronics,North,9,10188,1408.18,8779.82
2022-09-13,Monitor,Accessories,West,2,222,23.65,198.35
2024-04-03,Monitor,Accessories,West,2,1328,358.07,969.93
2024-11-06,Printer,Office,East,9,5085,488.63,4596.37
2024-08-02,Mouse,Accessories,West,3,1245,229.73,1015.27
2022-08-18,Tablet,Electronics,South,2,960,124.02,835.98
2024-03-03,Smartphone,Electronics,West,9,5553,329.79,5223.21
2023-09-10,Keyboard,Accessories,North,2,1790,236.76,1553.24
2024-07-11,Keyboard,Accessories,West,8,2712,247.84,2464.16
2024-05-06,Laptop,Electronics,North,1,632,89.14,542.86
2022-01-13,Headphones,Accessories,South,8,4904,520.74,4383.26
2022-12-05,Keyboard,Accessories,South,1,361,58.8,302.2
2022-02-11,Printer,Office,West,9,7290,841.07,6448.93
2024-03-08,Smartwatch,Electronics,South,4,2052,181.64,1870.36
2024-05-21,Mouse,Accessories,North,3,1842,112.85,1729.15
2023-12-06,Mouse,Accessories,North,9,10593,2488.69,8104.31
2022-08-28,Camera,Electronics,South,6,1218,129.36,1088.64
2023-11-19,Mouse,Accessories,South,5,4240,426.41,3813.59
2024-10-29,Keyboard,Accessories,East,2,226,38.52,187.48
2022-03-25,Camera,Electronics,East,6,5154,1072.8,4081.2
2023-07-30,Mouse,Accessories,North,6,1236,304.88,931.12
2022-11-14,Tablet,Electronics,South,1,1179,159.42,1019.58
2024-12-29,Printer,Office,West,5,2275,313.5,1961.5
2023-05-21,Smartwatch,Electronics,North,7,6188,1231.3,4956.7
2023-12-16,Headphones,Accessories,West,3,2946,666.99,2279.01
2023-09-10,Headphones,Accessories,South,5,5085,1172.12,3912.88
2022-05-02,Keyboard,Accessories,North,2,712,205.53,506.47
2023-02-03,Smartwatch,Electronics,East,6,648,62.25,585.75
2023-02-02,Mouse,Accessories,North,5,2735,483.2,2251.8
2022-12-26,Printer,Office,North,6,2910,173.45,2736.55
2022-05-15,Smartwatch,Electronics,South,1,263,69.39,193.61
2023-12-05,Smartphone,Electronics,North,2,876,66.68,809.32
2023-11-05,Mouse,Accessories,West,1,913,162.24,750.76
2024-10-13,Laptop,Electronics,South,9,594,93.92,500.08
2022-02-27,Headphones,Accessories,South,2,956,202.14,753.86
2024-06-17,Laptop,Electronics,East,7,7301,2026.43,5274.57
2023-05-14,Headphones,Accessories,South,6,5754,1628.61,4125.39
2022-06-21,Headphones,Accessories,East,4,1372,274.47,1097.53
2022-07-08,Headphones,Accessories,North,8,920,214.27,705.73
2024-01-18,Smartphone,Electronics,North,3,885,150.79,734.21
2024-12-30,Camera,Electronics,North,1,379,39.41,339.59
2024-09-09,Headphones,Accessories,West,8,1024,201.92,822.08
2024-05-04,Keyboard,Accessories,West,4,4312,388.48,3923.52
2023-06-06,Mouse,Accessories,East,5,5030,540.73,4489.27
2022-01-31,Smartphone,Electronics,West,2,1438,315.83,1122.17
2022-04-07,Keyboard,Accessories,South,1,419,108.36,310.64
2022-02-24,Headphones,Accessories,East,3,3519,935.72,2583.28
2022-04-03,Tablet,Electronics,East,8,2912,451.97,2460.03
2023-02-20,Smartphone,Electronics,North,5,4005,226.09,3778.91
2023-08-22,Smartwatch,Electronics,South,5,2075,271.71,1803.29
2023-02-23,Laptop,Electronics,South,2,120,7.74,112.26
2024-08-12,Camera,Electronics,North,4,564,32.8,531.2
2023-10-01,Smartwatch,Electronics,East,2,486,62.58,423.42
2023-04-15,Smartwatch,Electronics,East,2,1488,342.87,1145.13
2023-02-24,Laptop,Electronics,West,6,3096,277.68,2818.32
2022-11-04,Smartwatch,Electronics,West,8,6488,1845.07,4642.93
2024-04-11,Smartwatch,Electronics,West,4,4284,848.44,3435.56
2022-07-05,Smartwatch,Electronics,North,8,1864,110.81,1753.19
2024-05-08,Camera,Electronics,West,5,4435,954.12,3480.88
2024-10-03,Camera,Electronics,East,4,3296,460.98,2835.02
2023-05-05,Mouse,Accessories,East,3,780,217.92,562.08
2022-06-02,Smartwatch,Electronics,East,7,4396,962.61,3433.39
2023-05-02,Keyboard,Accessories,South,6,1362,202.68,1159.32
2022-01-13,Mouse,Accessories,East,7,3843,378.03,3464.97
2022-09-09,Printer,Office,East,2,2080,450.24,1629.76
2022-04-07,Mouse,Accessories,South,5,1210,201.45,1008.55
2023-11-15,Printer,Office,West,3,2316,356.5,1959.5
2023-07-18,Monitor,Accessories,West,6,3366,614.22,2751.78
2024-06-07,Tablet,Electronics,West,9,6507,1075.51,5431.49
2024-05-14,Mouse,Accessories,South,1,384,35.36,348.64
2022-01-05,Laptop,Electronics,South,5,3625,563.95,3061.05
